Team ID,Team,Region,Country,Track,Size,Status,Year,Wiki,Section,Medal,Award,Parts,Title,Abstract
1042,Gaston_Day_School,North America,United States,Environment,13,Accepted,2013,http://2013.igem.org/Team:Gaston_Day_School,Collegiate,bronze medal,,BBa_K1042012;BBa_K1042013;BBa_K1042015,"Fluorescent Detection of Cadmium in Water Supplies
","Heavy metal contaminants pose a serious health threat around the world, especially in locations with poor irrigation. Cadmium, in particular, is a known carcinogen that affects the cardiovascular, gastrointestinal, and respiratory systems. The Agency for Toxic Substances and Disease Registry compiled a Priority List of toxic substances, on which Cadmium was seventh. We combined the Green Fluorescent Protein coding region with a Cadmium Sensitive Promoter to create our detector, which provides a simple and inexpensive test for the presence of Cadmium in water supplies. We will incorporate sensitivity tuners to decrease the detection threshold, and we will use mutagenic PCR on both the promoter and the entire detector to increase its sensitivity. Proper use of this BioBrick could result in early detection of cadmium polluted water and potentially prevent deaths worldwide. 
"
1320,Gaston_Day_School,North America,United States,Environment,14,Accepted,2014,http://2014.igem.org/Team:Gaston_Day_School,Collegiate,gold medal,,BBa_K1320000;BBa_K1320100,"Development of Tools for the Switch to Isobutanol as a Biofuel
","    There are several issues in the switch from petroleum to alternative fuels. One problem is what to do with existing wastes including leaking coal ash ponds. Another issue is the efficient production of an alcohol that is effective as a fuel, easy and inexpensive to produce, and will function within the current infrastructure. This year, we improved the sensitivity of our Cadmium detector using sensitivity tuners.  We are developing a strain of E. coli resistant to isobutanol and cloning GlmY, GlmZ and IlvM  which are genes involved in the isobutanol production pathway . 
    Addition of sensitivity tuners has improved the cadmium detector approximately 4-fold, from 10mM to 2.5mM, still over the federal limit. The isobutanol resistant strain of E. coli can tolerate 3 times as much isobutanol as the original strain. Finally, we have successfully isolated the glmZ coding region and have cloned it into the BioBrick vector.

"
1749,Gaston_Day_School,North America,United States,Environment,15,Accepted,2015,http://2015.igem.org/Team:Gaston_Day_School,Collegiate,bronze medal,,BBa_K1749000,"Development of Tools for the Switch to Isobutanol as a Biofuel
","    There are several issues in the switch from petroleum to alternative fuels. One problem is what to do with existing wastes including leaking coal ash ponds. Another issue is the efficient production of an alcohol that is effective as a fuel, easy and inexpensive to produce, and will function within the current infrastructure. This year, we improved the sensitivity of our Cadmium detector using sensitivity tuners.  We are developing a strain of E. coli resistant to isobutanol and cloning GlmY, GlmZ and IlvM  which are genes involved in the isobutanol production pathway . 
    Addition of sensitivity tuners has improved the cadmium detector approximately 4-fold, from 10mM to 2.5mM, still over the federal limit. The isobutanol resistant strain of E. coli can tolerate 3 times as much isobutanol as the original strain. Finally, we have successfully isolated the glmZ coding region and have cloned it into the BioBrick vector.

"
1038,Gdansk-UG,Europe,Poland,Food & Energy,8,Accepted,2013,http://2013.igem.org/Team:Gdansk-UG,Collegiate,bronze medal,,,"MetOli
","The aim of our project was to construct a biological system that would be able to detect methanol in ethanol solutions. Our idea was to create a test that could be performed not only in the laboratory, but also at home. We believe that such test would reduce the rate of intoxications by methanol during ethanol consumption. To achieve it, we used a methanol-dependent promoter from Methylobacterium organophilum which would control the production of a dye, for instance GFP, or an enzyme that would produce visible product, such as catechol oxidase. Our eventual goal is to find a bacterium that would not only react to methanol, but also survive in high concentrations of ethanol.
"
2089,GDSYZX-United,Asia,China,High School,32,Accepted,2016,http://2016.igem.org/Team:GDSYZX-United,High School,silver medal,,BBa_K2089001;BBa_K2089002;BBa_K2089003;BBa_K2089004;BBa_K2089005;BBa_K2089006;BBa_K2089007;BBa_K2089008;BBa_K2089009;BBa_K2089010;BBa_K2089011;BBa_K2089012,"Super-HHL1: protecting plants from photodamage
","In tropical and subtropical areas, under high-irradiance conditions, plants must efficiently protect photosystem II (PSII) from damage. In this project, we built several genetic circles with the chloroplast protein HYPERSENSITIVE TO HIGH LIGHT1 (HHL1) which response to high light and functions in protecting PSII against photodamage. We further measured the expression efficiency of HHL1 promoted by various photosensitive promoters with high-light exposure, and named the most effective one as Super-HHL1. Moreover, we studied the potential application for Super-HHL1 agriculture and economic. Taken together, we suggest that Super-HHL1 might effectively help various plants repairing PSII under high light.
"
1278,GenetiX_Tec_CCM,Latin America,Mexico,Environment(P),15,Accepted,2014,http://2014.igem.org/Team:GenetiX_Tec_CCM,High School,,,," Biodetection of Anoxia in Lake Xochimilco
","Lake Xochimilco in Mexico City faces a condition of extreme pollution which endangers the endemic species; many of which are near extinction. Oxygen levels depletion in the lake directly affect the flora and fauna, making it less hospitable or even deadly. Our goal is to produce a biosensor that can easily and inexpensively detect anoxia in different regions of the lake. Using an oxygen promoter in addition with the biological markers RFP and GFP we could theoretically detect low dissolved oxygen levels in water samples. In addition, we intend to use a second construct with an Iron promoter to detect iron concentrations that also endanger the sustainability of living organisms in the lake. Once we identify critical regions of the Lake, our report could incentivate Civil Council and authorities to propose concrete legal initiatives to reduce pollution in the identified areas and start remediation campaigns.
"
1870,GenetiX_Tec_CCM,Latin America,Mexico,High School,14,Accepted,2015,http://2015.igem.org/Team:GenetiX_Tec_CCM,High School,bronze medal,,,"PseudoColi: Denitrification & O2 Biosensor
","Xochimilco, one of the most important aquatic systems in Mexico City, has  a huge environmental and social importance. It is home to many endemic species, as well as the main economic drive of the southern area. Due to its historical background, it is considered World Heritage by UNESCO since 1987.  Currently, it presents several pollution issues such as an excessive amount of  nitrites and nitrates, which in turn causes an overpopulation of Nymphaea, and thus anoxic conditions. As a consequence, flora and fauna endemic to the lake are dying. Our biosystem will activate a denitrification pathway taken from Pseudomonas stutzeri whenever O2 levels in the water  are sensed as critical, using an O2 promoter. This enhances water conditions by reducing NO2 and NO3 into N2, and therefore algae and water lilies. Successfully implementing our biosystem will lead to a better future for the biodiversity in Xochimilco. 

"
1429,Genspace,North America,United States,Community Labs,28,Accepted,2014,http://2014.igem.org/Team:Genspace,Community Lab,gold medal,,BBa_K1429000,"SuperFUNd Gowanus!
","The Gowanus Canal is a heavily polluted waterway that runs through Brooklyn NY. A designated superfund site, it is slated for cleanup but nearby residents are concerned about the results. Our team is developing a biosensor for waste pollution, giving the community real time access to data on the health of the canal. Additionally we have mined the canal for extremophiles with interesting properties. 
"
1799,Genspace,North America,United States,Community Labs,24,Accepted,2015,http://2015.igem.org/Team:Genspace,Community Lab,gold medal,Best Community Labs Project,BBa_K1799001;BBa_K1799003;BBa_K1799004;BBa_K1799005;BBa_K1799006;BBa_K1799008;BBa_K1799009;BBa_K1799010;BBa_K1799011;BBa_K1799012;BBa_K1799013;BBa_K1799014;BBa_K1799015;BBa_K1799016;BBa_K1799023;BBa_K1799024;BBa_K1799025;BBa_K1799026;BBa_K1799027;BBa_K1799028;BBa_K1799029,"SuperFUNd Gowanus!
","The Gowanus Canal is a heavily polluted waterway that runs through Brooklyn NY. A designated superfund site, it is slated for cleanup but nearby residents are concerned about the results. Our team is developing a biosensor for waste pollution, giving the community real time access to data on the health of the canal. Additionally we have mined the canal for extremophiles with interesting properties. 
"
2128,Genspace,North America,United States,Manufacturing,26,Accepted,2016,http://2016.igem.org/Team:Genspace,Community Lab,gold medal,Best Measurement- Overgrad;Nominated for Best Measurement- Overgrad,BBa_K2128000;BBa_K2128001;BBa_K2128002;BBa_K2128003;BBa_K2128005;BBa_K2128006;BBa_K2128007;BBa_K2128008;BBa_K2128009;BBa_K2128010;BBa_K2128011;BBa_K2128102;BBa_K2128104;BBa_K2128105;BBa_K2128200,"Tardigrades as a model animal for stress-resistance and developmental biology  
","Tardigrades, also known as water bears, survive extreme cold and dry conditions through an ability known as cryptobiosis.  This process is mediated by a class of intrinsically disordered proteins called the Late Embryonic Abundant (LEA) proteins that become ordered when desiccated, thereby stabilizing DNA and protein cell components.  Our team expressed tardigrade proteins in E. coli to investigate their utility as stabilizing agents for biological products, including live cells and purified proteins.  Additionally, tardigrades have several properties like small size, transparent bodies, and constant cell number that make them a promising model for the study of developmental processes.  To test their genetic tractability for use in such a model, we generated a CRISPR protocol for both knocking out tardigrade genes and heterologously expressing non-tardigrade genes within the tardigrade genome. Overall, our results show promise for the study of tardigrades for their resilience and developmental processes.
"
529,GeorgiaState,North America,United States,Manufacturing,7,Accepted,2011,http://2011.igem.org/Team:GeorgiaState,Collegiate,,,,"Isolation & Characterization of P. pastoris promoters in E. coli
","""Pichia pastoris is a methylotrophic yeast used as an alternative host for protein production in addition to Escherichia coli and Saccharomyces cerevisiae. There are several reasons why P. Pastoris is an ideal host organism. Its ability to perform eukaryotic post-translational modifications, high yields of recombinant protein, and its genetic similarity to S. cerevisiae are very attractive traits (Cereghino and Cregg, 2000). The Georgia State University iGEM team has isolated three promoters from P. pastoris. These promoters have been inserted into standard biobrick vectors. The team plans to transform these parts into E. coli and characterize their productivity using fluorescence.""
"
755,GeorgiaState,North America,United States,Environment,15,Accepted,2012,http://2012.igem.org/Team:GeorgiaState,Collegiate,,,BBa_K755000;BBa_K755001,"Modification of Shuttle Vectors for the Expression of Recombinant Proteins Within Pichia and Plants
","The GSU iGEM Team strives to modify shuttle vectors for the expression of proteins in Pichia pastoris and within recombinant plants.  Adapting the glyceraldehyde-3-phosphate dehydrogenase (pGAP) shuttle vector to iGEM standards enables the expression of complex proteins in Pichia pastoris, due to post-translational modifications and a secretion system. We also plan to standardize the pPic9 shuttle vector for the same purposes.  Our second project involves the use of Agrobacterium tumefaciens, the causative agent of Crown-Gall disease in plants. The ability of this organism's Ti plasmid to insert foreign DNA into a plant’s chromosome is used to manipulate plants to express desired traits. These small plasmids house a cloning site and a selectable marker between the left and right border of the TDNA. The aim of this project is to modify a binary vector system to be compatible with the iGEM standard for the expression of foreign proteins within plants.
"
410,GeorgiaTech,North America,United States,Manufacturing,16,Accepted,2010,http://2010.igem.org/Team:GeorgiaTech,Collegiate,silver medal,,,"Inducing a Thermogenic Response to Cold-shock in Bacteria
","Alternative Oxidase (AOX) is a terminal oxidase protein found in the respiratory chain of various organisms ranging from aquatic prokaryotes to plants and animals. In the AOX pathway, electrons are transferred from ubiquonone to AOX, and then directly used to reduce oxygen. The drop in the electric potential energy of the electrons transferred from AOX to oxygen is dissipated as heat. Our project has focused on 1) cloning the AOX gene from a thermogenic plant (Sacred Lotus) into E. coli to induce a thermogenic response to a cold-shock, and 2) calculating a theoretical rate of heat production per bacterial colony to select for an appropriate calorimetric technique. Further, numerical methods in MATLAB will be employed to model the steady-state temperature profile of the synthetic bacterial colony, and to potentially corroborate later experimental findings. Engineering a controlled thermogenic response in bacteria could lead to improved bacterial functioning in cold shock environments.
"
582,GeorgiaTech,North America,United States,New Application,11,Accepted,2011,http://2011.igem.org/Team:GeorgiaTech,Collegiate,bronze medal,,BBa_K582001;BBa_K582002;BBa_K582003,"De Novo Adaptation of Streptococcus thermophilus CRISPR1 Defense in Bacillus Subtilis
","A diverse range of Bacteria and Archaea acquire resistance to foreign DNA by integrating short fragments of the invading nucleic acid into clusters of regularly interspaced short palindromic repeats (CRISPRs) on their genomic DNA. For our project we have PCR amplified the CRISPR1 locus from the chromosome of Streptococcus thermophilus [DGCC7710] and ligated it into an integration vector to place it on the chromosome of Bacillus subtilis through allelic recombination on the chromosome. B. subtilis served as our model organism because it does not naturally posses a CRISPR mechanism. This should demostrate that the S. thermophilus CRISPR1/Cas system can be transferred into Bacillus subtilis and provide heterologous protection against plasmid transformation and phage infection.
"
1156,GeorgiaTech,North America,United States,Foundational Advance,10,Accepted,2013,http://2013.igem.org/Team:GeorgiaTech,Collegiate,gold medal,Advance to Championship,BBa_K1156003;BBa_K1156000;BBa_K1156001;BBa_K1156002;BBa_K1156004;BBa_K1156005;BBa_K1156006;BBa_K1156007;BBa_K1156008,"Bacterial BioBots: Integrin-Based BioSensors
","Our team goal is to develop novel bacterial BioBots that respond to the extracellular tissue environment. Mammalian cells communicate with the extracellular matrix (ECM) using heterodimeric cell surface receptors, called integrins, which can signal in a bidirectional manner between the cell interior and ECM.  We aimed to express the integrin αIIbβ3 in E. coli cells. To promote dimerization of the integrin subunits, we attempted to optimize bimolecular fluorescence complementation of split GFP using surface display technologies. We cloned split GFP parts, assembling the T7-promoter, LacI-operator, and ribosomal binding site (RBS) upstream of the protein-coding region.  To verify αIIbβ3 function, we developed an integrin activity sensor consisting of the ligand derived from fibrinogen (KQAGDV) coupled to GFP.  Finally, we successfully created a new standard for RBS addition that inputs the strong RBS (BBa_B0034) in front of any standard BioBrick part, which is efficient and more successful than the usual 3A/standard assembly.
"
1539,GeorgiaTech,North America,United States,Foundational Advance,14,Accepted,2014,http://2014.igem.org/Team:GeorgiaTech,Collegiate,silver medal,,BBa_K1539000;BBa_K1539001;BBa_K1539002;BBa_K1539003;BBa_K1539005;BBa_K1539008;BBa_K1539013;BBa_K1539021;BBa_K1539034;BBa_K1539055;BBa_K1539089,"Bacterial BioBots: Integrin-Based BioSensors
","Our team goal is to develop novel bacterial BioBots that respond to the extracellular tissue environment. Mammalian cells communicate with the extracellular matrix (ECM) using heterodimeric cell surface receptors, called integrins, which can signal in a bidirectional manner between the cell interior and ECM.  We aimed to express the integrin αIIbβ3 in E. coli cells. To promote dimerization of the integrin subunits, we attempted to optimize bimolecular fluorescence complementation of split GFP using surface display technologies. We cloned split GFP parts, assembling the T7-promoter, LacI-operator, and ribosomal binding site (RBS) upstream of the protein-coding region.  To verify αIIbβ3 function, we developed an integrin activity sensor consisting of the ligand derived from fibrinogen (KQAGDV) coupled to GFP.  Finally, we successfully created a new standard for RBS addition that inputs the strong RBS (BBa_B0034) in front of any standard BioBrick part, which is efficient and more successful than the usual 3A/standard assembly.
"
1743,GeorgiaTech,North America,United States,Health & Medicine,11,Accepted,2015,http://2015.igem.org/Team:GeorgiaTech,Collegiate,bronze medal,,BBa_K1743000;BBa_K1743001;BBa_K1743002;BBa_K1743003;BBa_K1743004;BBa_K1743005;BBa_K1743006;BBa_K1743011;BBa_K1743012;BBa_K1743013;BBa_K1743014;BBa_K1743015,"A Solution That Clicks!
","The copper-catalyzed azide-alkyne cycloaddition (CuAAC) reaction has been widely used in the laboratory for tagging or labeling biological molecules, but it cannot be directly applied in living organisms because of the toxicity associated with excess or free copper ions. No enzyme exists to catalyze the CuAAC reaction, but its development would perfectly complement the growing ability of scientists to introduce azide- and alkyne-labeled molecules into biological systems. Our goal is to discover a protein to bind Cu ions safely in vivo and perform the CuAAC reaction. We will attempt this by generating a large library of Cu-binding proteins, developing a reliable phage display system to screen for the desired CuAAC activity, and evolving any active enzymes for improved function.
"
431,Georgia_State,North America,United States,Foundational Advance,15,Accepted,2010,http://2010.igem.org/Team:Georgia_State,Collegiate,,,BBa_K431007;BBa_K431005;BBa_K431006;BBa_K431008;BBa_K431009;BBa_K431010,"Pichia pastoris: A Novel Chassis for iGEM
","The methylotrophic yeast, Pichia pastoris, is increasingly used as an alternative host for heterologous protein production. P. Pastoris is advantageous because it is able to perform eukaryotic post-translational modifications, produce high yields of recombinant protein, and it is genetically similar to Saccharomyces cerevisiae. (Cereghino and Cregg, 2000). The 2010 Georgia State team believes P. pastoris would be an excellent chassis for the iGEM competition. The purpose of this project is to provide a tool box of parts necessary for the genetic manipulation of this organism. These parts include a variety of promoter systems, multiple selectivity options, and a plasmid backbone. In addition, the tool box will be used to produce a flu virus antigen in P. pastoris as a representation of the applicability of this system. These contributions will enable future users to maximize the use and further explore the incredible potential P. pastoris has to offer.
"
1110,Georgia_State,North America,United States,Health & Medicine,13,Accepted,2013,http://2013.igem.org/Team:Georgia_State,Collegiate,bronze medal,Best Presentation- North America,BBa_K1110000;BBa_K1110001;BBa_K1110002;BBa_K1110003,"Mamba Juice: Expression of Exogenous Mambalgin Peptide Using the pGAPzα Vector System
","Pharmaceutical companies have invested considerable financial resources in developing analgesics. Often, the compounds used in these medicines are naturally occurring, such as aspirin and opoids. In 2012, Diochot et al from the Institut de Pharmacologie Moléculaire et Cellulaire in France, was able to extract and isolate an analgesic peptide found in the African Black Mamba. The peptide, Mambalgin-1, has been shown to have comparable analgesic effects to morphine but does not induce the debilitating withdrawal affects. However, extracting this peptide is expensive and dangerous work. Using a cassette of standardized systems (the pGAPzα expression vectors) in P. pastoris, we sought to produce high quantities of pure, functional proteins in a safe and cost effective manner. 
"
1441,Georgia_State,North America,United States,Health & Medicine,17,Accepted,2014,http://2014.igem.org/Team:Georgia_State,Collegiate,bronze medal,,BBa_K1441010;BBa_K1441012;BBa_K1441013;BBa_K1441014;BBa_K1441015;BBa_K1441016;BBa_K1441017;BBa_K1441018;BBa_K1441019,"Utilizing the PGAPZα vector system to modify and express Mambalgin in Pichia Pastoris
","The GSU iGEM team has been working with the PGAPZα vector system in order to use the vector to artificially produce the peptide Mambalgin-1, naturally found in the African Black Mamba snake venom. This protein is unique because it has the ability to exhibit sensations comparable to morphine, but is less addictive, more efficient, and easier to obtain on a larger scale, if synthesized in a laboratory setting. By ligating the Mambalgin DNA into the PGAPZα expression system, we are able to linearize and ultimately transform the gene of interest into eukaryotic yeast, Pichia Pastoris, allowing the protein to be excreted in its most pure form. The nature of the PGAPZα and Pichia Pastoris successfully provides a smooth transition from prokaryotic to eukaryotic expression of the gene; therefore, we have chosen these vectors to effectively isolate and extract our most desired Mambalgin-1 peptide.
"
1800,Georgia_State,North America,United States,Manufacturing,17,Accepted,2015,http://2015.igem.org/Team:Georgia_State,Collegiate,silver medal,,BBa_K1800000;BBa_K1800001;BBa_K1800002;BBa_K1800003,"Protein Products from Plants and Pichia: Novel Manufacturing of Analgesics and Cannabinoids
","Cannabinoids and opiates are widely used classes of pharmaceuticals; unfortunately, these drugs have strong psychoactive effects or can be addictive. Our project consists of two ideas, both revolving around utilizing bioengineered microorganisms to create non-psychoactive cannabinoids and non-addictive analgesics. To achieve this we developed two projects: (1) Manufacturing a protein expression system to produce CBDA synthase in tobacco plants using agrobacterium, (2) Engineering the pGAPα vector system to express the mambalgin in Pichia Pastoris as a continuation of the 2014 GSU iGEM project. Simultaneously, we developed a proof of concept using horseradish peroxidase. By the end of this project we hope to have produced a synthetic biological system to manufacture pharmaceutical alternatives for patients that suffer from diseases such as epilepsy, cancer, or chronic severe pain.
"
1915,Georgia_State,North America,United States,Manufacturing,23,Accepted,2016,http://2016.igem.org/Team:Georgia_State,Collegiate,silver medal,,BBa_K1915000;BBa_K1915001;BBa_K1915002;BBa_K1915003;BBa_K1915004;BBa_K1915998;BBa_K1915999," Oppossum, Plants, and Pichia: You Down With OPP?
","Cannabinoids, opiates, and venoms are used in the production of pharmaceuticals; unfortunately, these drugs can have adverse side effects or be costly to manufacture. With our project we aim to produce biological systems that manufacture the conjugates of these pharmaceutical that have less adverse side-effects, lack addictive properties, and are inexpensive. To achieve this, three protein expression systems were designed: (1) An Agrobacterium based system in tobacco plants for the synthesis of CBDA synthase, (2) Engineering the pGAPz alpha vector system to express mambalgin in Pichia pastoris, (3) and Manufacturing the constructs of Lethal Toxin-Neutralizing Factor LNTF-10 and LNTF-15 which are serum derivatives of the Didelphis virginiana (opossum) in the pSBC13 vector for assembly in Escherichia coli.  By the end of this project, our goal is to have designed systems that produce cheap pharmaceutical derivatives for patients who suffer from chronic pain, epilepsy, or the misfortune of a snake bite.


"
916,Georgia_Tech,North America,United States,Information Processing,10,Accepted,2012,http://2012.igem.org/Team:Georgia_Tech,Collegiate,silver medal,,BBa_K916000;BBa_K916001;BBa_K916002;BBa_K916003;BBa_K916004,"An intragenic complementation approach to engineer a faster fluorescence biosensor
","Our goal is to engineer a novel biosensor with a faster readout than is currently available. Many bacteria produce, secrete, and respond to chemicals called autoinducers to monitor population density and to synchronize gene expression, a process called quorum sensing. In quorum sensing based biosensors, detection of autoinducer activates transcription of a reporter gene, which must then be translated and accumulate to detectable levels, which can take two to four hours. In our system, we will use TraR, a protein used in the quorum sensing response of Agrobacterium tumefaciens, which dimerizes only in the presence of its autoinducer. We have successfully fused traR to sequence for two separate complementary fragments of GFP. Upon addition of autoinducer, we predict that already accumulated TraR-GFP fragment monomers will dimerize, allowing the GFP fragments to interact and fluoresce. This new approach may drastically reduce the time necessary for future biosensors to produce detectable output.
"
1566,GES_NCSU_Raleigh_NC,North America,United States,Policy & Practices,14,Accepted,2014,http://2014.igem.org/Team:GES_NCSU_Raleigh_NC,Collegiate,silver medal,Best Policy & Practices Project,,"Mapping responsible innovation: A Do-It-Yourself, Choose-Your-Own Adventure Approach
","We propose an iterative concept mapping framework to assess ethical, legal, social, and environmental outcomes associated with releasing genetically engineered plants beyond the laboratory. We then apply this framework to The Glowing Plant, the world’s first crowd-funded genetically engineered organism. Rather than prescribing a single “responsible” course of action, we enable individual users to decide how much weight to attribute to principles such as the conservation of biodiversity, the preservation of human health and safety, the advancement of entrepreneurship and innovation, and the promotion of social equity. We also invite users to contribute additional principles, providing an iterative mechanism to help guide future decisions. By enabling users to explore the potential implications of their choices, and to compare their own preferences to others’, our model demonstrates how policy decisions depend on value judgments and encourages reflexive thinking about the social, cultural and ethical negotiations involved in technological oversight.
"
1332,Gifu,Asia,Japan,New Application,14,Accepted,2014,http://2014.igem.org/Team:Gifu,Collegiate,silver medal,,BBa_K1332001;BBa_K1332003;BBa_K1332005;BBa_K1332004;BBa_K1332010;BBa_K1332012;BBa_K1332013;BBa_K1332002;BBa_K1332006;BBa_K1332007;BBa_K1859001;the 3′side of the intron[BBa_K1332005] +GGSGGS linker;BBa_K1859002;the 3′side of the intron[BBa_K1332005] +GSGSGS linker;BBa_K1859003;the 3′side of the intron[BBa_K1332005] +HHHHHH linker;BBa_K1859004;GGSGGS linker+ the 5′side of the intron[BBa_K1332003];BBa_K1859005;GSGSGS linker+ The 5′side of the intron  [BBa_K1332003] ,"Circular mRNA ver.2.0
","　In last year, we succeeded in designing the sequence which synthesizes circular mRNA and long chain protein in Escherichia coli.


　In this year, we had 2 purposes in our study. One was an efficiency of the circularization. The efficiency was lower in our previous study. This was why the splicing was hard to happen because two sequences to act as ribozyme for splicing were far each other. So we incorporated complementary sequences around the ribozyme regions. We thought that the treatment brought two regions close and the efficiency of the circularization improved.

??The other was to synthesize useful proteins. In our previous study, synthesized long-chain proteins lose their function because the folding of the proteins was broken. So we incorporated linker sequences into circular mRNA to synthesize the functional long-chain protein.
"
1859,Gifu,Asia,Japan,New Application,15,Accepted,2015,http://2015.igem.org/Team:Gifu,Collegiate,silver medal,,BBa_K1859001;the 3′side of the intron[BBa_K1332005] +GGSGGS linker;BBa_K1859002;the 3′side of the intron[BBa_K1332005] +GSGSGS linker;BBa_K1859003;the 3′side of the intron[BBa_K1332005] +HHHHHH linker;BBa_K1859004;GGSGGS linker+ the 5′side of the intron[BBa_K1332003];BBa_K1859005;GSGSGS linker+ The 5′side of the intron  [BBa_K1332003] ;BBa_K1859006;HHHHHH linker+ The 5′side of the intron [BBa_K1332003] ;BBa_K1859007;the 3′side of the intron[BBa_K1332005] +GGSGGS*2 linker;BBa_K1859008;the 3′side of the intron[BBa_K1332005] +GSGSGS*2 linker;BBa_K1859009;the 3′side of the intron[BBa_K1332005] +GGSGGS*3 linker;BBa_K1859010;the 3′side of the intron[BBa_K1332005] +GSGSGS*3 linker;BBa_K1859011;2*GGSGGS linker+ the 5′side of the intron[BBa_K1332003];BBa_K1859012;2*GSGSGS linker+ the 5′side of the intron[BBa_K1332003];BBa_K1859013;3*GGSGGS linker+ the 5′side of the intron[BBa_K1332003];BBa_K1859014;3*GSGSGS linker+ the 5′side of the intron[BBa_K1332003];BBa_K1859020;BBa_K1859021;BBa_K1859022;BBa_K1859023;BBa_K1859024;BBa_K1859025;BBa_K1859027;BBa_K1859028;BBa_K1859029,"Circular mRNA ver.2.0
","　In last year, we succeeded in designing the sequence which synthesizes circular mRNA and long chain protein in Escherichia coli.


　In this year, we had 2 purposes in our study. One was an efficiency of the circularization. The efficiency was lower in our previous study. This was why the splicing was hard to happen because two sequences to act as ribozyme for splicing were far each other. So we incorporated complementary sequences around the ribozyme regions. We thought that the treatment brought two regions close and the efficiency of the circularization improved.

??The other was to synthesize useful proteins. In our previous study, synthesized long-chain proteins lose their function because the folding of the proteins was broken. So we incorporated linker sequences into circular mRNA to synthesize the functional long-chain protein.
"
2158,Gifu,Asia,Japan,Environment,22,Accepted,2016,http://2016.igem.org/Team:Gifu,Collegiate,silver medal,,BBa_K2158000;BBa_K2158001;BBa_K2158002;BBa_K2158003;BBa_K2158004;BBa_K2158005;BBa_K2158006;BBa_K2158007;BBa_K2158008;BBa_K2158009,"Dropping Cleanerase
","In Japan, environmental pollution caused by excrement of birds is a problem that should be solved. It causes dieback of trees and spoiling of the cityscape which definitely is not a good sign as long as a healthy environment is concerned.

Birds’ dropping consists mainly of uric acid which is really insoluble. But uric acid can be degraded to soluble material, urea. So, our goal is to single out something that can catalyze the degradation of uric acid to urea and make it possible to wash away by rainwater. We’d like to lead our project to the solution of the pollution.

In this regard, we are considering the purine metabolism pathway concerning three enzymes, urate oxidase, allantoinase, allantoicase, to be synthesized to degrade uric acid.
"
23,Glasgow,Europe,Uk,Environment,23,Accepted,2007,http://2007.igem.org/Team:Glasgow,Collegiate,blocked medal,,BBa_I723010;BBa_I723011;BBa_I723012;BBa_I723013;BBa_I723014;BBa_I723015;BBa_I723016;BBa_I723017;BBa_I723018;BBa_I723019;BBa_I723020;BBa_I723021;BBa_I723022;BBa_I723023;BBa_I723024;BBa_I723025;BBa_I723026;BBa_I723027;BBa_I723028;BBa_I723029;BBa_I723030;BBa_I723031;BBa_I723032,"-- Not provided yet --
","-- No abstract provided yet --
"
660,Glasgow,Europe,United Kingdom,Manufacturing,14,Accepted,2011,http://2011.igem.org/Team:Glasgow,Collegiate,silver medal,,BBa_K660300;BBa_K660610;BBa_K660003;BBa_K660100;BBa_K660101;BBa_K660200;BBa_K660500;BBa_K660600;BBa_K660601;BBa_K660602;BBa_K660603;BBa_K660604;BBa_K660606;BBa_K660607;BBa_K660608;BBa_K660609;BBa_K660611;BBa_K660612;BBa_K660613;BBa_K660614;BBa_K660616,"DISColi: Bio-photolithography in Device Engineering Using Different Wavelengths of Light
","""The DISColi project aims to design and construct a novel bio-photolithographic system for the engineering of biofilms into functional 2D and 3D structures and devices in response to different patterns and wavelengths of light.  In this project we worked with light responsive promoters, a novel biofilm-forming synthetic biology chassis, E. coli Nissle 1917, and novel biobricks including several designed for biofilm dispersal and fluorescent reporters with wider utility than GFP. The main aims of our project can be separated into three light-controlled components: the designed sculpting of biofilms; 3D printing for encapsulation of cells; and the controlled modular synthesis of a variety of products. We expect this technology to have applications for material synthesis and compound manufacture in remote locations, for example outer space.""
"
