Name,Description,Length,part_rating,scores,release_status,twins,sample_status,part_results,use,group,author,date,distribution,filename
BBa_J119049,pSB4C8,3577,,,Not Released,,Not in stock,None,Not Used,Eckdahl_Lab,A. Malcolm Campbell and Todd Eckdahl,2012-01-23,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J119050,pSB4K8,3712,,,Not Released,,Not in stock,None,Not Used,Eckdahl_Lab,Todd Eckdahl and A. Malcolm Campbell,2012-01-23,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J119051,pSB4T8,3968,,,Not Released,,Not in stock,None,Not Used,Eckdahl_Lab,Todd Eckdahl and A. Malcolm Campbell,2012-01-23,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J119061,pSB1A2-BR,2079,,,Not Released,BBa_J119309;BBa_J119366,Not in stock,,Not Used,Eckdahl_Lab,Todd Eckdahl,2012-01-27,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J119301,Scaffold Sequence for J-GGA,84,,,Not Released,,Not in stock,None,Not Used,Eckdahl_Lab,"Todd Eckdahl, Sachith Polpitiya Arachchige",2013-06-11,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J140000,Vaccinia virus integration backbone, ,,,Not Released,,No part sequence,,No Sequence,Nesbeth_Lab,Darren Nesbeth,2015-06-20,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J153000,Broad-host-range shuttle vector pPMQAK1,7697,,,Not Released,,It's complicated,,Not Used,Peter_Lindblad_Lab,Daniel Camsund,2012-02-02,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J176121,V0200,4442,,,Not Released,,Not in stock,Works,Not Used,Haynes_Lab,Brady Laughlin,2011-10-18,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J176122,pcDNA3.1+ puro,4529,,,Not Released,,Not in stock,Works,Not Used,Haynes_Lab,Brady Laughlin,2011-10-21,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J176123,pcDNA3.1+ hygro,4952,,,Not Released,,Not in stock,Works,Not Used,Haynes_Lab,Brady Laughlin,2011-10-22,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J176124,pcDNA3.1+ zeo,4594,,,Not Released,,Not in stock,Works,Not Used,Haynes_Lab,"Karmella Haynes, Andrew Younger",2011-10-22,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J176125,NLS-pcDNA3.1+,5431,,,Not Released,,Not in stock,Works,Not Used,Haynes_Lab,Brady Laughlin,2011-10-22,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J176126,V0201 ,5157,,,Not Released,,Not in stock,None,Not Used,Haynes_Lab,Brady Laughlin,2011-10-23,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J176128,pcDNA3.1+ neo,4742,,,Not Released,,Not in stock,Works,Not Used,Haynes_Lab,Brady Laughlin,2011-10-26,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J176129,pcVN ,5587,,,Not Released,,Not in stock,Works,Not Used,Haynes_Lab,Brady Laughlin,2011-10-26,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J176171,Kozak-XbaI-NLS-6His-stop,4611,,,Not Released,,Not in stock,,Not Used,Haynes_Lab,Karmella Haynes,2013-04-19,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J179000,,6105,,,Not Released,,Not in stock,None,Not Used,Mascher_lab,Jara Radeck,2013-12-03,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J179001,,6258,,,Not Released,,Not in stock,None,Not Used,Mascher_lab,Jara Radeck,2013-12-20,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J179002,,4573,,,Not Released,,Not in stock,,Not Used,Mascher_lab,Jara Radeck,2013-12-20,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J18964,pGA3K4,4731,,,Not Released,,Not in stock,,Not Used,Affiliates,Sean Sleight,2013-06-18,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J18965,pSS3K1,4733,,,Not Released,,Not in stock,,Not Used,Affiliates,Sean Sleight,2013-06-18,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J18966,pSS3K2,4733,,,Not Released,,Not in stock,,Not Used,Affiliates,Sean Sleight,2013-06-18,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J18967,pSS3K3,4733,,,Not Released,,Not in stock,,Not Used,Affiliates,Sean Sleight,2013-06-18,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J18968,pSS3C1,4535,,,Not Released,,Not in stock,,Not Used,Affiliates,Sean Sleight,2013-06-18,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J18976,pSS3K4,4733,,,Not Released,,Not in stock,,Not Used,Affiliates,Sean Sleight,2013-07-06,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J23006,Part-making plasmid with Ptet-XbaI-[biobrick]-SpeI-PstI,2356,1,,Not Released,,Not in stock,Works,Not Used,iGEM2006_Berkeley,John Anderson,2006-07-01,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J23018,"EN-Ptet-rbs-X-[RFP]-SNP ""ORF Expresser""",2298,1,,Not Released,BBa_J61003,Not in stock,Works,7 Uses,iGEM2006_Berkeley,John Anderson,2006-08-03,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J23019,"EN-Ptet-rbs-X-[RFP]-SNP ""ORF Expresser""",2284,1,,Not Released,,It's complicated,Works,2 Uses,iGEM2006_Berkeley,John Anderson,2006-08-03,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J61002,"EX-Ptet-S-rbsRFP-P ""RFP reporter""",2948,1,,Not Released,,Not in stock,Works,29 Uses,Arkin Lab,John Anderson,2006-07-31,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J61003,"EN-Ptet-rbs-X-[GFP]-SNP ""ORF Expresser""",2298,1,,Not Released,BBa_J23018,Not in stock,Works,3 Uses,Arkin Lab,John Anderson,2006-07-31,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J61031,Amplifiable BAC plasmid,10662,,,Not Released,,It's complicated,Works,Not Used,Arkin Lab,John Anderson,2006-09-21,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J63009,Low copy protein fusion vector (Silver lab standard),2077,1,,Not Released,BBa_K105000,Not in stock,Works,Not Used,Silver Lab,Caroline Ajo-Franklin,2006-10-14,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J63010,Protein fusion vector (Silver lab standard),3266,1,Cajofranklin:4,Not Released,,Not in stock,Works,Not Used,Silver Lab,Ira Phillips and Caroline Ajo-Franklin,2006-10-18,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72042,pMLLCK 2AB Construction Plasmid,2671,,,Not Released,,Not in stock,None,Not Used,Anderson Lab,Jennifer Brophy,2010-07-15,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72109,AmpR pUC vector,2072,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2011-11-09,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72110,AmpR/CamR p15A vector,3209,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2011-11-09,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72111,SpecR split ColE2 vector,2185,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2011-11-09,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72112,SpecR split R6K vector,2123,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2011-11-09,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72113,CamR p15A vector,2080,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2011-11-09,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72114,"Complete, arabinose inducible phagemid, CmR, p15a vector",6593,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2011-11-09,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72117,"BBb High copy entry vector, pBca1256",2487,,,Not Released,BBa_K112950,Not in stock,,Not Used,Anderson Lab,Jin Huh,2012-01-12,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72118,"p15A assembly vector, pBjh1601CA",3211,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Jin Huh,2012-01-12,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72146,pBjk2807 , ,,,Not Released,,No part sequence,,No Sequence,Anderson Lab,Jin Huh,2012-04-05,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72147,pBjk2741 , ,,,Not Released,,No part sequence,,No Sequence,Anderson Lab,Jin Huh,2012-04-05,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72148,pBth7034C , ,,,Not Released,,No part sequence,,No Sequence,Anderson Lab,Jin Huh,2012-04-05,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72153,ampicillin + kanamycin resistant p15A vector (2ab vector),3343,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2012-08-12,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72154,kanamycin + chloramphenicol resistant p15A vector (2ab vector),3146,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2012-08-12,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72202,ampicillin resistant p15A vector ,2275,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2012-09-17,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72203,kanamycin resistant split R6K vector ,1465,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2012-09-17,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72204,ampicillin resistant split R6K vector w/ O16 HAs and FRT-Kan-FRT ,3954,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2012-09-17,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72205,ampicillin resistant split ColE2 vector,2133,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2012-09-17,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72206,ampicillin resistant split R6K vector ,2071,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2012-09-17,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72207,ampicillin resistant pUC vector ,2072,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2012-09-17,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72208,Kanamycin resistant BAC with R6K origin,6929,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2012-09-17,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72209,kanamycin + ampicillin resistant p15A vector for 2ab assembly ,3343,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2012-09-17,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72210,"Kanamycin resistant BAC with R6K origin, pGlpT 5' of cloning site ",6687,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2012-09-17,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72211,ampicillin resistant p15A vector with dapD ,3273,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2012-09-17,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72212,spectinomycin resistant pUC vector ,2487,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2012-09-17,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J72218,kanamycin resistant p15A vector,2186,,,Not Released,,Not in stock,,Not Used,Anderson Lab,Josh Kittleson,2012-09-19,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J73998,plasmid vector for Rhodobacter sphaeroides,5670,,,Not Released,BBa_J95039,Not in stock,,Not Used,Miller Lab,Junling Huo,2009-12-09,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J73999,plasmid vector for Rhodobacter sphaeroides,5670,,,Not Released,,Not in stock,,Not Used,Miller Lab,Junling Huo,2009-12-10,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J99000,pSWK oriTRP4; [CmR]; oriVR6K; lambda_attP,2230,,,Not Released,,Not in stock,Works,Not Used,Mazel Lab,David Bikard,2009-12-17,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_J99003,pSUlib ori_p15A; [KmR] ,2263,,,Not Released,,Not in stock,Works,Not Used,Mazel Lab,David Bikard,2009-12-17,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1033200,E. coli Lactobacilli shuttle vector pSBLb4C15,4091,,,Not Released,,Not in stock,None,Not Used,iGEM13_Uppsala,Viktor Blomkvist,2013-08-23,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1033201,pSBLb4E15 E. coli and lactobacilli shuttle vector with erythromycin resistance, ,,,Not Released,,No part sequence,,No Sequence,iGEM13_Uppsala,Viktor Blomkvist,2013-08-23,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K106006,"AarI AD acceptor vector (pRS315, Adh1P, Adh1t)",7650,,,Not Released,BBa_K106693,Not in stock,Works,Not Used,iGEM08_UCSF,Sergio Peisajovich,2008-10-23,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K106014,"AarI AD acceptor vector (pRS315, Cyc1P, Adh1t)",6397,,,Not Released,,Not in stock,Works,Not Used,iGEM08_UCSF,Sergio Peisajovich,2008-10-24,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K106670,"AarI AD acceptor, pRS315, 8X LexAOPs Cyc1P, Adht1",6559,,,Not Released,,Not in stock,Works,Not Used,iGEM08_UCSF,Andrew Horwitz,2008-10-25,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K106672,"AarI AD acceptor vector (pRS305, Gal1P, Adh1t)",6638,,,Not Released,,Not in stock,Works,Not Used,iGEM08_UCSF,Andrew Horwitz,2008-10-28,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K106693," AarI A!D acceptor vector (pRS315, Cyc1P, Adh1t) ",7650,,,Not Released,BBa_K106006,Not in stock,Works,Not Used,iGEM08_UCSF,Andrew Horwitz,2008-10-28,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K106697,"AarI AD acceptor vector (pRS315, Cyc1P, Adh1t-8XLexA Ops)",6559,,Tianjin iGEM:3,Not Released,,Not in stock,Works,Not Used,iGEM08_UCSF,Andrew Horwitz,2008-10-28,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K106698,"AarI AD acceptor vector (pRS315, 8X LexAOps Fig1P, Adh1t)",7364,,,Not Released,,Not in stock,Works,Not Used,iGEM08_UCSF,Andrew Horwitz,2008-10-29,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1085014,,7625,,,Not Released,,Not in stock,Works,Not Used,iGEM13_Groningen,S. P. van Kessel,2013-09-11,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1110000,pGAPzalphaA+RFP,3134,,,Not Released,,It's complicated,None,Not Used,iGEM13_Georgia_State,Lydia Studdard,2013-09-17,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1110001,pGAPzalphaC+standardizing linker,3150,,,Not Released,,It's complicated,None,Not Used,iGEM13_Georgia_State,Lydia Studdard,2013-09-17,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1128001,Targetted Methylation Assay,6650,,,Not Released,,It's complicated,,Not Used,iGEM13_Penn,Daniel Cabrera,2013-08-29,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1137003,pSB9S1,3250,,,Not Released,,Not in stock,,Not Used,iGEM13_Paris_Bettencourt,Matthew Deyell,2013-10-04,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1137004,pSB3C7,3562,,,Not Released,,Not in stock,,Not Used,iGEM13_Paris_Bettencourt,Matthew Deyell,2013-10-04,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1137005,pSB10K1,3273,,,Not Released,,Not in stock,,Not Used,iGEM13_Paris_Bettencourt,Matthew Deyell,2013-10-04,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1137006,pSB6A3,4865,,,Not Released,,Not in stock,,Not Used,iGEM13_Paris_Bettencourt,Matthew Deyell,2013-10-04,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1138000,pAW42-gs (ugaiGEM2),6605,,,Not Released,,It's complicated,None,Not Used,iGEM13_UGA-Georgia,Rachit Jain,2013-09-06,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1138001,pAW50-linker-mcherry(-RBS) (ugaiGEM11),4946,,,Not Released,,It's complicated,None,Not Used,iGEM13_UGA-Georgia,Rachit Jain,2013-09-06,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1138002,pAW50-linker-mcherry(+RBS) (ugaiGEM12),4952,,,Not Released,,It's complicated,None,Not Used,iGEM13_UGA-Georgia,Rachit Jain,2013-09-06,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1178001,Plasmid Backbone pSB1C95 for RFC 95 Open Sequence Initiative,2115,,,Not Released,,It's complicated,None,Not Used,iGEM13_Greensboro-Austin,Razan Alnahhas,2013-09-16,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1185004,Integration vector for Bacillus subtilis derived from pSac-Cm,5210,,,Not Released,,Not in stock,Works,Not Used,iGEM13_Newcastle,Vincent Leonardo ,2013-10-04,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1199009,Modified pBAD backbone,4099,,,Not Released,,Not in stock,,Not Used,iGEM13_UESTC_Life,Yanpu Chen,2013-09-13,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1212002,Golden Gate Compatible pSB3K3,2750,,,Not Released,,It's complicated,None,Not Used,iGEM13_UC_Davis,Alex Neckelmann,2013-09-16,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1223009,pUC57 backbone (REVERSED),2696,,,Not Released,,Not in stock,,1 Uses,iGEM13_BGU_Israel,Orr Schlesinger,2013-09-09,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K125000,Broad host range BioBrick plasmid derived from pRL1383a with low to medium copy number,9047,,gracek:3,Not Released,,It's complicated,None,Not Used,iGEM08_Hawaii,Grace Kwan,2008-07-24,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1256000,TEST, ,,,Not Released,,No part sequence,None,No Sequence,iGEM14_Mingdao,Pei-Hong Chen,2014-05-29,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1256001,pSB1C3-Plac-NB,3145,,,Not Released,,Not in stock,None,Not Used,iGEM14_Mingdao,Pei-Hong Chen,2014-05-29,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1256002,pSB1C3-Plac-NB-Cm-MN,3166,,,Not Released,,Not in stock,,Not Used,iGEM14_Mingdao,Pei-Hong Chen,2014-06-09,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1256003,pSB1C3-Plac-SS-NB,3214,,,Not Released,,Not in stock,,Not Used,iGEM14_Mingdao,Pei-Hong Chen,2014-06-09,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1314015,Homologous stable integration for nifH promoter T7 expression system Tookit,2763,,,Not Released,,Not in stock,None,Not Used,iGEM14_Hong_Kong-CUHK,"Seak Chi U, Chan Wai Lun, CHIU, Yee Ting",2014-10-07,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1321300,pSEVA331-Bb  - pSEVA331 with biobrick prefix and suffix,2893,,,Not Released,,It's complicated,Works,13 Uses,iGEM14_Imperial,Michael Florea,2014-10-08,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1321301,pSEVA321-Bb,3593,,,Not Released,,Not in stock,Works,2 Uses,iGEM14_Imperial,Michael Florea,2014-10-08,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1321307,pSEVA351-Bb,5045,,,Not Released,,Not in stock,Works,Not Used,iGEM14_Imperial,Michael Florea,2014-10-08,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1321308,pBla-Vhb-122-Bb,4688,,,Not Released,,Not in stock,None,Not Used,iGEM14_Imperial,Michael Florea,2014-10-08,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1323017,E. coli - Staphylococcus Shuttle Vector,5945,,,Not Released,,It's complicated,Works,Not Used,iGEM14_Waterloo,Julia Manalil,2014-10-04,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1341008,pUC57 Plasmid_Backbone,2710,,,Not Released,BBa_J70004,Not in stock,,Not Used,iGEM14_AHUT_China,Run-ze Zhang,2014-10-01,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1351040,,8289,,,Not Released,BBa_K823026,It's complicated,Works,Not Used,iGEM14_LMU-Munich,Jara Radeck,2014-10-17,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1362091,pSB1A30: High copy BioBrick cloning/expression backbone carrying Amp resitance,2206,,,Not Released,,Not in stock,Works,Not Used,iGEM14_Heidelberg,"Constantin Ahlmann-Eltze, Charlotte Bunne, Magdalena Büscher, Jan Gleixner, Max Horn, Anna Huhn, Nils Klughammer, Jakob Kreft, Elisabeth Schäfer, Carolin Schmelas, Silvan Schmitz, Max Waldha",2014-10-08,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1362092,pSB1C30: High copy BioBrick  cloning/expression backbone carrying Cm resitance,2121,,,Not Released,,Not in stock,Works,Not Used,iGEM14_Heidelberg,"Constantin Ahlmann-Eltze, Charlotte Bunne, Magdalena Büscher, Jan Gleixner, Max Horn, Anna Huhn, Nils Klughammer, Jakob Kreft, Elisabeth Schäfer, Carolin Schmelas, Silvan Schmitz, Max Waldha",2014-10-08,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1362093,pSB1K30: High copy BioBrick cloning/expression backbone carrying Kan resitance,2255,,,Not Released,,Not in stock,Works,Not Used,iGEM14_Heidelberg,"Constantin Ahlmann-Eltze, Charlotte Bunne, Magdalena Büscher, Jan Gleixner, Max Horn, Anna Huhn, Nils Klughammer, Jakob Kreft, Elisabeth Schäfer, Carolin Schmelas, Silvan Schmitz, Max Waldha",2014-10-08,,pgroup=Plasmid_Backbone&show=1.html.csv
BBa_K1362094,pSB1T30: High copy BioBrick cloning/expression backbone carrying Tet resitance,2512,,Heidelberg 2014:3,Not Released,,Not in stock,Issues,Not Used,iGEM14_Heidelberg,"Constantin Ahlmann-Eltze, Charlotte Bunne, Magdalena Büscher, Jan Gleixner, Max Horn, Anna Huhn, Nils Klughammer, Jakob Kreft, Elisabeth Schäfer, Carolin Schmelas, Silvan Schmitz, Max Waldha",2014-10-08,,pgroup=Plasmid_Backbone&show=1.html.csv
