Name,Description,Length,part_rating,scores,release_status,twins,sample_status,part_results,use,group,author,date,distrbution,filename
BBa_K750012,TIME DELAY0.01:LuxI(RBS0.01)->LuxR->LuxPR->GFP,,,,Released HQ 2013,,In stock,Works,Not Used,iGEM12_XMU-China,"Sifan Wang,Ruosang Qiu,Jianzhao Chi,Muxin Yu",2012-09-19,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,pgroup=Signal_Other&show=1.csv
BBa_K750103,PcIGLT:GFP(lva) repression system activated by cI protein,,,,Released HQ 2013,BBa_I763011,In stock,Works,5 Uses,iGEM12_XMU-China,"Sifan Wang,Yizhen Yan,Jianzhao Chi,Qingshu Wu",2012-09-21,,pgroup=Signal_Other&show=1.csv
BBa_K766001,C6HSL reporter,,,,Released HQ 2013,BBa_J09855,In stock,Works,Not Used,iGEM12_Tsinghua,Yu Zhao,2012-09-22,,pgroup=Signal_Other&show=1.csv
BBa_K797002,TorA signal with RBS,,,,Not Released,,In stock,Works,Not Used,iGEM12_Kyoto,Tomohiro Nobeyama,2012-09-20,,pgroup=Signal_Other&show=1.csv
BBa_K808028,PhoA: signal sequence for peri plasmic expression,,,,Not Released,,In stock,Works,Not Used,iGEM12_TU_Darmstadt,"Marie Burghard, Jascha Diemer, Adrian Eilingsfeld, Philipp Rottmann, Rene Sahm, Arne Wehling",2012-09-02,,pgroup=Signal_Other&show=1.csv
BBa_T9002,GFP Producer Controlled by 3OC6HSL Receiver Device,,1,,Released HQ 2013,BBa_K204034;BBa_K204700,In stock,Works,5 Uses,,Anna Labno,2005-06-21,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,pgroup=Signal_Other&show=1.csv
BBa_I0466,RhlR Protein Generator,,1,Antiquity:0,Released HQ 2013,BBa_P0471,In stock,None,10 Uses,Antiquity,mit,2004-07-13,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution;Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,pgroup=Signal_Other&show=1.csv
BBa_I13018,LuxR Cassette under Ptet (Other),,,Antiquity:0,Released HQ 2013,BBa_S03119;BBa_T9012;BBa_K082020;BBa_K318511;BBa_K1713016,In stock,None,1 Uses,Antiquity,mit,2004-07-13,,pgroup=Signal_Other&show=1.csv
BBa_I13202,,,,Antiquity:0,Released HQ 2013,BBa_I751250;BBa_I751350,In stock,None,5 Uses,Antiquity,Barry Canton,2004-07-30,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,pgroup=Signal_Other&show=1.csv
BBa_I13207,HSL/aiiA test construct,,,Antiquity:0,Released HQ 2013,,In stock,None,2 Uses,Antiquity,Barry Canton,2004-08-01,,pgroup=Signal_Other&show=1.csv
BBa_I13211,Biobricked version of the natural Lux quorum sensing system,,,Antiquity:0,Released HQ 2013,BBa_J28028;BBa_K546000,In stock,None,Not Used,Antiquity,Barry Canton,2004-08-05,,pgroup=Signal_Other&show=1.csv
BBa_I1466,RhlR protein generator (LVA-),,1,Antiquity:0,Released HQ 2013,,In stock,None,17 Uses,Antiquity,Barry Canton,2004-08-10,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,pgroup=Signal_Other&show=1.csv
BBa_I731017,Ptet bicistronic 3OC6HSL Sender + mCherry,,,,Released HQ 2013,BBa_J24007,In stock,,Not Used,iGEM07_Harvard,George Xu,2007-10-18,,pgroup=Signal_Other&show=1.csv
BBa_I746001,I746000 (AIP generator - agrB + agrD with RBSes) + B0015 (Terminator),,,,Released HQ 2013,,In stock,,4 Uses,iGEM07_Cambridge,Lovelace Soirez,2007-10-23,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,pgroup=Signal_Other&show=1.csv
BBa_I746008,I0500 (Inducible pBad/araC) + I746001 (AIP generator - agrB + agrD with RBSes + Terminator),,,,Released HQ 2013,,In stock,,Not Used,iGEM07_Cambridge,Lovelace Soirez,2007-10-23,,pgroup=Signal_Other&show=1.csv
BBa_I746101,I746100 (AIP sensor infrastructure - agrC + agrA with RBSes) + B0015 (Terminator),,1,,Released HQ 2013,,In stock,,8 Uses,iGEM07_Cambridge,Lovelace Soirez,2007-10-23,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,pgroup=Signal_Other&show=1.csv
BBa_I746103,I746101 (AIP sensor infrastructure - agrC + agrA with RBSes + Terminator) + I746104 (Inducible P2),,,,Released HQ 2013,,In stock,None,2 Uses,iGEM07_Cambridge,Lovelace Soirez,2007-10-23,,pgroup=Signal_Other&show=1.csv
BBa_I746107,I746101 (AIP sensor infrastructure) + I746105 (Inducible P2 + GFP reporter),,1,,Released HQ 2013,,In stock,,1 Uses,iGEM07_Cambridge,Lovelace Soirez,2007-10-23,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,pgroup=Signal_Other&show=1.csv
BBa_J06001,Tet repressible luxI generator ( LVA+ ),,,Antiquity:0,Released HQ 2013,BBa_J23039;BBa_K082030;BBa_K082029;BBa_K336100;BBa_K1692023,In stock,None,Not Used,iGEM2005,sash31,2005-06-13,,pgroup=Signal_Other&show=1.csv
BBa_J06101,Tet repressible lasI generator ( LVA+ ),,,Antiquity:0,Not Released,BBa_K204047;BBa_K336008,In stock,None,Not Used,iGEM2005,kxjin,2005-06-21,,pgroup=Signal_Other&show=1.csv
BBa_J06201,Tet repressible rhI generator (LVA+),,,Antiquity:0,Released HQ 2013,BBa_K082035,In stock,None,Not Used,iGEM2005,sash31,2005-06-24,,pgroup=Signal_Other&show=1.csv
BBa_J13040,pOmpR dependent 3OC6HSL sender device,,,Antiquity:0,Not Released,,In stock,None,Not Used,iGEM2005,Jeff Tabor,2005-07-19,,pgroup=Signal_Other&show=1.csv
BBa_J23040,"[TetR][rbs][LuxR][dblTerm][LuxPR]+[rbs][LacI][dblTerm]  ""AHL-dependent inverter""",,,,Released HQ 2013,,In stock,,Not Used,iGEM2006_Berkeley,Will Bosworth,2006-08-01,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,pgroup=Signal_Other&show=1.csv
BBa_J24007,AHL Sender w/ mCherry,,,,Released HQ 2013,BBa_I731017,In stock,,Not Used,iGEM2006_Brown,Jamie Lemon,2006-06-29,,pgroup=Signal_Other&show=1.csv
BBa_J24018,TetR promoted AHL sensor and LacI producer,,1,,Released HQ 2013,,In stock,None,Not Used,iGEM2006_Brown,Jamie Lemon,2006-07-06,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,pgroup=Signal_Other&show=1.csv
BBa_K092000,TetR coding sequence with RBS and terminator,,,,Released HQ 2013,BBa_P0440;BBa_S03880;BBa_K176006;BBa_K228814;BBa_K195603,In stock,None,2 Uses,iGEM08_EPF-Lausanne,EPF-Lausanne Team 2008,2008-10-12,,pgroup=Signal_Other&show=1.csv
BBa_K1071012,SP1,,,,Not Released,,In stock,None,Experience: None,iGEM13_Marburg,Team Marburg 2013,2013-09-19,,pgroup=Signal_Other&show=1.csv
BBa_K1071013,SP2,,,,Not Released,,In stock,None,Not Used,iGEM13_Marburg,Team Marburg 2013,2013-09-19,,pgroup=Signal_Other&show=1.csv
BBa_K1150010,NLS,,,,Not Released,BBa_K404153,In stock,None,Experience: None,iGEM13_Freiburg,Freiburg 2013,2013-09-16,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution;Spring 2014 Distribution,pgroup=Signal_Other&show=1.csv
BBa_K1166003,His-TAT,,,,Not Released,,In stock,,Not Used,iGEM13_TecMonterrey,Luis Mario Leal Garza,2013-09-17,,pgroup=Signal_Other&show=1.csv
BBa_K1214000,ComC,,,,Not Released,,In stock,,Not Used,iGEM13_UT_Dallas,Alec Spinhirne,2013-09-16,,pgroup=Signal_Other&show=1.csv
BBa_K123004,Ptet-RFP,,,,Released HQ 2013,BBa_J13069;BBa_S03887;BBa_K092300;BBa_K199051;BBa_K257014;BBa_K577897,In stock,,Not Used,iGEM08_University_of_Alberta,Jason Gardiner,2008-10-27,,pgroup=Signal_Other&show=1.csv
BBa_K1343015,PT7-LuxI,,,,Not Released,,In stock,None,Not Used,iGEM14_Technion-Israel,"Tal Naor, Ricarina Rabinovitz, Ittai Rubinstein, Yair Maimon",2014-09-27,,pgroup=Signal_Other&show=1.csv
BBa_K1343019,Plux->Green Renilla Luciferase->tetR ,,,,Not Released,,In stock,None,Not Used,iGEM14_Technion-Israel,"Tal Naor, Ricarina Rabinovitz, Ittai Rubinstein, Yair Maimon",2014-10-06,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution,pgroup=Signal_Other&show=1.csv
BBa_K1343020,Plux->Green Renilla Luciferase->lacI,,,,Not Released,,In stock,None,Not Used,iGEM14_Technion-Israel,"Tal Naor, Ricarina Rabinovitz, Ittai Rubinstein, Yair Maimon",2014-10-06,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution,pgroup=Signal_Other&show=1.csv
BBa_K1343021,Plux->amilCP->lambda CI,,,,Not Released,,In stock,None,Not Used,iGEM14_Technion-Israel,"Tal Naor, Ricarina Rabinovitz, Ittai Rubinstein, Yair Maimon",2014-10-06,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution,pgroup=Signal_Other&show=1.csv
BBa_K1343022,Plux->amilCP->tetR,,,,Not Released,,In stock,None,Not Used,iGEM14_Technion-Israel,"Tal Naor, Ricarina Rabinovitz, Ittai Rubinstein, Yair Maimon",2014-10-06,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution,pgroup=Signal_Other&show=1.csv
BBa_K1365998,AHL Generator that can be used in E.coli and L.lactis,,,,Not Released,,In stock,,Not Used,iGEM14_Groningen,chandhuru Jagadeesan,2014-10-08,Spring 2017 Distribution;Spring 2016 Distribution;Spring 2015 Distribution,pgroup=Signal_Other&show=1.csv
BBa_K1541001,test,,,,Not Released,,In stock,None,Not Used,iGEM14_ETH_Zurich,ETH Zurich 2014,2014-10-06,,pgroup=Signal_Other&show=1.csv
BBa_K1541002,test,,,,Not Released,BBa_K1793000,In stock,None,Not Used,iGEM14_ETH_Zurich,ETH Zurich 2014,2014-10-06,,pgroup=Signal_Other&show=1.csv
BBa_K1541003,test,,,,Not Released,,In stock,None,Not Used,iGEM14_ETH_Zurich,ETH Zurich 2014,2014-10-06,,pgroup=Signal_Other&show=1.csv
BBa_K1541004,test,,,,Not Released,,In stock,None,Not Used,iGEM14_ETH_Zurich,ETH Zurich 2014,2014-10-06,,pgroup=Signal_Other&show=1.csv
BBa_K1541008,test,,,,Not Released,,In stock,None,Not Used,iGEM14_ETH_Zurich,ETH Zurich 2014,2014-10-06,,pgroup=Signal_Other&show=1.csv
BBa_K1541017,rhlI with optimized RBS,,,,Not Released,,In stock,None,Not Used,iGEM14_ETH_Zurich,Daniel Gerngross,2014-10-06,,pgroup=Signal_Other&show=1.csv
BBa_K177028,mitochondrial location signal from Cox gene,,,,Not Released,BBa_K1119000;BBa_K1119001,In stock,,No Results,iGEM09_Warsaw,Kamila Ornoch,2009-07-15,,pgroup=Signal_Other&show=1.csv
BBa_K422001,Archeal light receptor fused to bacterial chemotaxis transducer,,,,Not Released,,In stock,None,Not Used,iGEM10_ETHZ_Basel,Katharina Zwicky,2010-10-14,,pgroup=Signal_Other&show=1.csv
BBa_I0424,I0404.I6101,,,Antiquity:0,Not Released,,It's complicated,None,Not Used,Antiquity,jcbraff,2004-07-14,,pgroup=Signal_Other&show=1.csv
BBa_I0426,I0406.I6107,,,Antiquity:0,Not Released,,It's complicated,None,Not Used,Antiquity,jcbraff,2004-07-14,,pgroup=Signal_Other&show=1.csv
BBa_I0428,I0408.I6106,,,Antiquity:0,Not Released,,It's complicated,None,Not Used,Antiquity,jcbraff,2004-07-14,,pgroup=Signal_Other&show=1.csv
BBa_I0429,I0408.I6116,,,Antiquity:0,Not Released,,Not in stock,None,Not Used,Antiquity,jcbraff,2004-07-14,,pgroup=Signal_Other&show=1.csv
BBa_I0464,LasR Protein Generator,,,Antiquity:0,Not Released,BBa_I2010;BBa_P0479;BBa_S03547;BBa_S03882;BBa_S03954;BBa_K136048,It's complicated,None,1 Uses,Antiquity,"Fred, Jay, Madeline, Debra",2004-07-13,,pgroup=Signal_Other&show=1.csv
BBa_I0468,Cin R Protein Generator,,,Antiquity:0,Not Released,BBa_P0477;BBa_S03548,Not in stock,None,1 Uses,Antiquity,mit,2004-07-13,,pgroup=Signal_Other&show=1.csv
BBa_I13035,,,,Antiquity:0,Not Released,,Not in stock,None,1 Uses,Antiquity,CC Signalling,2004-07-20,,pgroup=Signal_Other&show=1.csv
BBa_I13203,pBad.aiiA protein generator (LVA-),,,Antiquity:0,Not Released,BBa_I534160,Not in stock,None,Not Used,Antiquity,Barry Canton,2004-07-30,,pgroup=Signal_Other&show=1.csv
BBa_I13205,HSL/aiiA test construct,,,Antiquity:0,Not Released,,Not in stock,None,Not Used,Antiquity,Barry Canton,2004-07-30,,pgroup=Signal_Other&show=1.csv
BBa_I13206,aiiA (LVA-) protein generator driven by ptet,,,Antiquity:0,Not Released,,Not in stock,None,Not Used,Antiquity,Barry Canton,2004-07-30,,pgroup=Signal_Other&show=1.csv
BBa_I13208,aiiA (LVA-) protein generator driven by plac,,,Antiquity:0,Not Released,,It's complicated,None,1 Uses,Antiquity,Barry Canton,2004-08-03,,pgroup=Signal_Other&show=1.csv
BBa_I13210,Lux/Cin Relaxation Oscillator,,,Antiquity:0,Not Released,,Not in stock,None,Not Used,Antiquity,SMUG Cell-Cell Signalling: Jay,2004-07-30,,pgroup=Signal_Other&show=1.csv
BBa_I13212,LuxR Protein Generator Controlled by the Left Lux Promoter,,,Antiquity:0,Not Released,BBa_J06497;BBa_J06483;BBa_K1421004,It's complicated,None,1 Uses,Antiquity,Barry Canton,2004-08-05,,pgroup=Signal_Other&show=1.csv
BBa_I13213,BioBricked version of the natural Lux system with order reversed,,,Antiquity:0,Not Released,,Not in stock,None,Not Used,Antiquity,Barry Canton,2004-08-05,,pgroup=Signal_Other&show=1.csv
BBa_I13220,Natural Lux Promoter 2nd Generation,,,Antiquity:0,Not Released,,Not in stock,None,Not Used,Antiquity,mit,2004-08-18,,pgroup=Signal_Other&show=1.csv
BBa_I13264,Lux based Sender/Receiver/Reporter system,,,Antiquity:0,Not Released,,Not in stock,None,Not Used,Antiquity,Barry Canton,2004-08-09,,pgroup=Signal_Other&show=1.csv
BBa_I13265,Lux based Sender/Receiver/Reporter system (LVA-),,,Antiquity:0,Not Released,,Not in stock,None,Not Used,Antiquity,Barry Canton,2004-08-09,,pgroup=Signal_Other&show=1.csv
BBa_I13266,Lux-based Sender/Receiver Device which outputs PoPS,,,Antiquity:0,Not Released,,Not in stock,None,Not Used,Antiquity,Barry Canton,2004-08-09,,pgroup=Signal_Other&show=1.csv
BBa_I13273,,,,Antiquity:5,Not Released,BBa_T9300,It's complicated,Works,4 Uses,Antiquity,Barry Canton,2004-08-09,,pgroup=Signal_Other&show=1.csv
BBa_I13274,Lux Receiver (HSL & R0011 driven),,,Antiquity:0,Not Released,,Not in stock,None,Not Used,Antiquity,Barry Canton,2004-08-26,,pgroup=Signal_Other&show=1.csv
BBa_I13277,"PoPS->PoPS amplifier (CinR-based, HSL driven)",,,Antiquity:0,Not Released,,Not in stock,None,2 Uses,Antiquity,"Debra Lin, Cell-Cell Signaling SMUG",2004-08-09,,pgroup=Signal_Other&show=1.csv
BBa_I1467,AI-1 protein generator (LVA-),,,Antiquity:0,Not Released,,Not in stock,None,1 Uses,Endy Lab,labnoa,2005-07-11,,pgroup=Signal_Other&show=1.csv
BBa_I534060,aiiA Protein Generator (LVA+) Controlled by a tet Repressible Promoter,,,Antiquity:0,Not Released,BBa_I13204,Not in stock,None,Not Used,Antiquity,Barry Canton,2004-07-30,,pgroup=Signal_Other&show=1.csv
BBa_I711006,Red light sensor,,,,Not Released,,Not in stock,None,Not Used,iGEM07_Virginia,VGEM 2007,2007-06-05,,pgroup=Signal_Other&show=1.csv
BBa_I722006,GFP Producer Controlled by 3OC6HSL (without Promoter),,,,Not Released,BBa_S03825,It's complicated,Works,Not Used,iGEM07_Tianjin,"Zhu Manli, Cao Yingxiu, Wang Xing",2007-10-20,,pgroup=Signal_Other&show=1.csv
BBa_I722008,GFP Producer induced by IPTG ,,,,Not Released,,It's complicated,None,2 Uses,iGEM07_Tianjin,"Wang Xing, Zhu Manli, Cao Yingxiu",2007-10-20,,pgroup=Signal_Other&show=1.csv
BBa_I722009,Test of expression of CI repressor,,,,Not Released,,Not in stock,None,Not Used,iGEM07_Tianjin,"Wang Xing, Zhu Manli, Cao Yingxiu",2007-10-20,,pgroup=Signal_Other&show=1.csv
BBa_I731005,Constitutive lux I + Constitutive lux R + luxpR-regulated GFP,,,,Not Released,,It's complicated,,Not Used,iGEM07_Harvard,Stephanie Lo,2007-10-14,,pgroup=Signal_Other&show=1.csv
BBa_I731006,Constitutive lux I + mRFP1 ,,,,Not Released,,It's complicated,,Not Used,iGEM07_Harvard,Stephanie Lo,2007-10-14,,pgroup=Signal_Other&show=1.csv
BBa_I731007,lacI+pL-promoter regulated lux I + mRFP1,,,,Not Released,,It's complicated,,Not Used,iGEM07_Harvard,Stephanie Lo,2007-10-14,,pgroup=Signal_Other&show=1.csv
BBa_I731009,Constitutive lux I + GFP,,,,Not Released,,It's complicated,,Not Used,iGEM07_Harvard,Stephanie Lo,2007-10-14,,pgroup=Signal_Other&show=1.csv
BBa_I731010,lacI+pl-promoter regulated lux I + GFP,,,,Not Released,,It's complicated,,Not Used,iGEM07_Harvard,Stephanie Lo,2007-10-14,,pgroup=Signal_Other&show=1.csv
BBa_I731012,Constitutive luxR + luxpR-controlled RFP,,,,Not Released,BBa_I13549;BBa_J107032,It's complicated,,Not Used,iGEM07_Harvard,Stephanie Lo,2007-10-14,,pgroup=Signal_Other&show=1.csv
BBa_I731013,luxpR-regulated luxR + luxpR-regulated GFP,,,,Not Released,BBa_I731018,It's complicated,,Not Used,iGEM07_Harvard,Stephanie Lo,2007-10-14,,pgroup=Signal_Other&show=1.csv
BBa_I731014,"The luxR based receiver, F2620 (formerly I13270), controls the production of mCherry",,1,,Not Released,BBa_I13556,It's complicated,,Not Used,iGEM07_Harvard,George Xu,2007-10-14,,pgroup=Signal_Other&show=1.csv
BBa_I731015,luxpR controlled 3OC6HSL sender + receiver,,,,Not Released,,It's complicated,,Not Used,iGEM07_Harvard,George Xu,2007-10-18,,pgroup=Signal_Other&show=1.csv
BBa_I731016,luxpR Receiver and luxpR RFP ,,,,Not Released,,It's complicated,,Not Used,iGEM07_Harvard,George Xu,2007-10-18,,pgroup=Signal_Other&show=1.csv
BBa_I731018,luxpR controlled luxR and GFP,,,,Not Released,BBa_I731013,It's complicated,,Not Used,iGEM07_Harvard,George Xu,2007-10-25,,pgroup=Signal_Other&show=1.csv
BBa_I746210,AIP Sender,,,,Not Released,,It's complicated,,Not Used,iGEM07_Cambridge,Narin Hengrung,2007-10-23,,pgroup=Signal_Other&show=1.csv
BBa_I746211,AIP Sender,,,,Not Released,,It's complicated,None,Not Used,iGEM07_Cambridge,David Wyatt,2007-10-23,,pgroup=Signal_Other&show=1.csv
BBa_I746220,AIP Detector,,,,Not Released,,It's complicated,,Not Used,iGEM07_Cambridge,Narin Hengrung,2007-10-23,,pgroup=Signal_Other&show=1.csv
BBa_I756028,cmv - IgM signal- VH-VL-EporD2-EporTm mut- gp130i- dnaEC-VP16-SV40PA,,,,Not Released,,Not in stock,,Not Used,iGEM07_Bay_Area_RSI,Jennifer Lei,2007-10-25,,pgroup=Signal_Other&show=1.csv
BBa_I756030,cmv-mLexa-dnaEN-Shp2-SV40PA,,,,Not Released,,Not in stock,,Not Used,iGEM07_Bay_Area_RSI,Jennifer Lei,2007-10-25,,pgroup=Signal_Other&show=1.csv
BBa_I756032,FcGammaRIIa-R131,,,,Not Released,,Not in stock,,Not Used,iGEM07_Bay_Area_RSI,Omar Khan,2007-10-25,,pgroup=Signal_Other&show=1.csv
BBa_I756033,CD11a,,,,Not Released,,Not in stock,,Not Used,iGEM07_Bay_Area_RSI,Jennifer Lei,2007-10-25,,pgroup=Signal_Other&show=1.csv
BBa_I756034,CD18-gsl-Nub  ,,,,Not Released,,Not in stock,,Not Used,iGEM07_Bay_Area_RSI,Jennifer Lei,2007-10-25,,pgroup=Signal_Other&show=1.csv
BBa_I756035,CD18-Cub-mlexA-linker-VP16,,,,Not Released,,Not in stock,,Not Used,iGEM07_Bay_Area_RSI,Jennifer Lei,2007-10-25,,pgroup=Signal_Other&show=1.csv
BBa_I765013,Iron promoter- luxI  HSL signaling device,,,,Not Released,,It's complicated,None,Not Used,iGEM07_Colombia_Israel,Juliana Maria Navia and Alex Quintero,2007-10-26,,pgroup=Signal_Other&show=1.csv
BBa_J06002,Tet repressible luxI generator ( LVA- ),,,Antiquity:0,Not Released,BBa_K204022,Not in stock,None,Not Used,iGEM2005,sash31,2005-06-13,,pgroup=Signal_Other&show=1.csv
BBa_J06102,Tet repressible lasI generator ( LVA- ),,,Antiquity:0,Not Released,,Not in stock,None,Not Used,iGEM2005,kxjin,2005-06-21,,pgroup=Signal_Other&show=1.csv
BBa_J06400,3OC12HSL Receiver,,,Antiquity:0,Not Released,,Not in stock,None,1 Uses,iGEM2005,kxjin,2005-06-22,,pgroup=Signal_Other&show=1.csv
BBa_J06401,30C12HSL Sender,,,Antiquity:0,Not Released,BBa_S03291,Not in stock,None,1 Uses,iGEM2005,kxjin,2005-06-22,,pgroup=Signal_Other&show=1.csv
BBa_J06402,C4HSL Receiver,,,Antiquity:0,Not Released,,Not in stock,None,6 Uses,iGEM2005,kxjin,2005-06-23,,pgroup=Signal_Other&show=1.csv
BBa_J07012,scFv anti-fluorescein [4-4-20],,,Antiquity:0,Not Released,,It's complicated,None,3 Uses,iGEM2005,mit_igem_2005,2005-07-08,,pgroup=Signal_Other&show=1.csv
BBa_J07013,scFv anti-fluorescein [S101A],,,Antiquity:0,Not Released,,It's complicated,None,3 Uses,iGEM2005,mit_igem_05,2005-07-08,,pgroup=Signal_Other&show=1.csv
BBa_J07014,scFv anti-fluorescein [4M5.3],,,Antiquity:0,Not Released,,It's complicated,None,3 Uses,iGEM2005,mit_igem_2005,2005-07-08,,pgroup=Signal_Other&show=1.csv
BBa_J07043,J07012.B0015 (scFv 4-4-20.TT),,,,Not Released,,It's complicated,,Not Used,iGEM2005,Jenny Nguyen,2005-08-03,,pgroup=Signal_Other&show=1.csv
